symbol,kind,relpath,line,snippet
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,50,"new(@""\b(DmaStreamComputeDescriptorParser\.ExecutionEnabled|ExecutionEnabled)\b.*\b(authorizes|allows|permits|enables|grants|opens|unlocks|activates|means|equals)\b.*\b(SecureCompute|VMX|virtualization|secure\s+backend|backend\s+execution)\b"", RegexOptions.IgnoreCase | RegexOptions.CultureInvariant)"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,51,"new(@""\b(bounded\s+execution|bounded\s+contours|compiler\s+contours|runtime/compiler\s+contours)\b.*\b(authorizes|allows|permits|enables|grants|opens|unlocks|activates|means|equals)\b.*\b(SecureCompute|VMX|virtualization|secure\s+backend|backend\s+execution)\b"", RegexOptions.IgnoreCase | RegexOption"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,56,"new(@""\b(secure\s+I/O|secure\s+IO|SecureIoDomainDescriptor|SecureSharedBufferDescriptor|shared-buffer\s+descriptors?|shared\s+buffer\s+descriptors?|ExplicitSharedBuffer|hypercall\s+shared-buffer\s+arguments?|SecureIoHypercallAdmissionPolicy|AdmitIoDma)\b.*\b(authorizes|allows|permits|enables|grants|"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,57,"new(@""\b(materialized\s+shared-buffer|materialized\s+shared\s+buffer|shared-buffer\s+ID|SharedBufferId|buffer\s+ID|buffer\s+id)\b.*\b(authorizes|allows|permits|enables|grants|opens|unlocks|activates|is|are|becomes|become|counts\s+as|may\s+be|can\s+be|means|equals)\b.*\b(raw\s+pointer\s+admission|sec"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,63,"new(@""\b(AllowedAdmittedDenied|admitted-denied\s+secure\s+hypercall|admitted-denied\s+hypercall|secure\s+hypercall\s+recognition|hypercall\s+recognition|VMCALL\s+decode|VMCALL\s+projection|VMCALL\s+compatibility\s+trap\s+projection|VMX\s+trap\s+projection|TrapDecision|VmExitReason\.VmCall|VmExitReas"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,122,"new(@""\b(private\s+memory\s+descriptors?|shared\s+memory\s+descriptors?|measured\s+memory\s+descriptors?|SecureMemoryDomainDescriptor|SecureMemoryAdmissionPolicy|host-inspection\s+metadata|host\s+inspection\s+metadata|SecureHostInspectionPolicy|runtime-dirty\s+classes?|runtime\s+dirty\s+classes?|run"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,126,"new(@""\b(EPT|VPID|NPT|EPT/VPID|EPT/VPID/NPT|VMX\s+artifacts?|VMX\s+EPT|VMX\s+VPID|VMX\s+NPT|VMREAD\s+schema|VMREAD\s+value\s+projection|VMREAD\s+schema/value\s+projection)\b.*\b(authorizes|allows|permits|enables|grants|opens|unlocks|activates|is|are|becomes|become|counts\s+as|may\s+be|can\s+be|means"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,179,"Assert.Contains(""Phase 8: VMX deny/projection matrix + negative conformance; not secure VMCS."", plan12);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,338,"Assert.Contains(""not SecureCompute, VMX or virtualization authority"", index);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,342,"Assert.Contains(""not SecureCompute, VMX or virtualization authority"", phase14);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,366,"Assert.Contains(""secure I/O shared-buffer descriptors and hypercall shared-buffer arguments do not become raw pointer admission, host/device pointer authority, VMX/VMCALL authority, backend execution proof or production activation evidence"", phase21);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,702,"Assert.Contains(""not hardware tags, tagged-memory semantics, CHERI-like ISA/memory semantics, VMX EPT/VPID/NPT authority, VMREAD/VMWRITE authority, migration authority or production activation evidence"", phase13);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,708,"Assert.Contains(""memory/private-domain descriptors, host-inspection metadata, policy-sealed checkpoint payload contracts and runtime dirty/migration classes do not become hardware tags, CHERI-like ISA/memory semantics, VMX EPT/VPID/NPT authority, VMREAD/VMWRITE authority, migration authority or prod"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePhase10ReleaseGateTests.cs,710,"Assert.Contains(""EPT/VPID/NPT/VMX artifacts and VMREAD schema/value projections do not become SecureCompute memory authority"", phase21);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePlanAuditTests.cs,50,"Assert.Contains(""must not be read as permission to add VMX mode support, secure VMCS state, `VmxCaps` authority"", backlog);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePlanAuditTests.cs,71,"Assert.Contains(""Default decision: zero VMX exposure."", backlog);"
VMX,usage,HybridCPU_ISE.Tests/SecureComputeRefactoring/SecureComputePlanAuditTests.cs,74,"Assert.Contains(""VMX schema alias is allowed only as generated projection and must remain denied by default."", backlog);"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,81,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,82,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamExecutionRequest.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,169,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamExecutionRequest.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,170,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.AddressGen.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,171,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.Classification.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,172,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,173,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.Execute1D.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,174,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.ExecuteModes.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,196,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,197,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamExecutionRequest.cs""),"
StreamEngine,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,202,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine""),"
VectorALU,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,162,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""Compute"", ""VectorALU.Comparison.cs""),"
VectorALU,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,163,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""Compute"", ""VectorALU.cs""),"
VectorALU,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,164,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""Compute"", ""VectorALU.FMA.cs""),"
VectorALU,usage,HybridCPU_ISE.Tests/TestHelpers/CompatFreezeGateCatalog.cs,165,"RelativePath(""HybridCPU_ISE"", ""Core"", ""Execution"", ""Compute"", ""VectorALU.Reduction.cs""),"
ACCEL,usage,HybridCPU_ISE.Tests/TestHelpers/CompilerFailClosedEmissionInventory.cs,241,"Row(""ACCEL_QUERY_ABI"", ""ACCEL_QUERY_ABI"", ""AccelQueryAbi""),"
ACCEL,usage,HybridCPU_ISE.Tests/TestHelpers/CompilerFailClosedEmissionInventory.cs,242,"Row(""ACCEL_QUERY_TOPOLOGY"", ""ACCEL_QUERY_TOPOLOGY"", ""AccelQueryTopology""),"
ACCEL,usage,HybridCPU_ISE.Tests/TestHelpers/CompilerFailClosedEmissionInventory.cs,243,"Row(""ACCEL_OPEN"", ""ACCEL_OPEN"", ""AccelOpen""),"
ACCEL,usage,HybridCPU_ISE.Tests/TestHelpers/CompilerFailClosedEmissionInventory.cs,244,"Row(""ACCEL_CLOSE"", ""ACCEL_CLOSE"", ""AccelClose""),"
ACCEL,usage,HybridCPU_ISE.Tests/TestHelpers/CompilerFailClosedEmissionInventory.cs,245,"Row(""ACCEL_BIND_QUEUE"", ""ACCEL_BIND_QUEUE"", ""AccelBindQueue""),"
ACCEL,usage,HybridCPU_ISE.Tests/TestHelpers/CompilerFailClosedEmissionInventory.cs,246,"Row(""ACCEL_UNBIND_QUEUE"", ""ACCEL_UNBIND_QUEUE"", ""AccelUnbindQueue"")"
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ObservationServiceTestFactory.cs,20,"MemorySubsystem? memorySubsystem = null,"
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ObservationServiceTestFactory.cs,48,private readonly MemorySubsystem? _memorySubsystem;
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ObservationServiceTestFactory.cs,54,MemorySubsystem? memorySubsystem = null)
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ObservationServiceTestFactory.cs,98,public MemorySubsystem? GetMemorySubsystem() => _memorySubsystem;
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ProcessorMemoryScope.cs,9,"internal static void WithProcessorMemory(MemorySubsystem? memory, Action action)"
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ProcessorMemoryScope.cs,13,MemorySubsystem? savedMemory = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ProcessorMemoryScope.cs,25,"internal static T WithProcessorMemory<T>(MemorySubsystem? memory, Func<T> action)"
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ProcessorMemoryScope.cs,29,MemorySubsystem? savedMemory = Processor.Memory;
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ProcessorMemoryScope.cs,41,"internal static MemorySubsystem CreateMemorySubsystem(int numBanks, int bankWidthBytes)"
MemorySubsystem,usage,HybridCPU_ISE.Tests/TestHelpers/ProcessorMemoryScope.cs,44,return new MemorySubsystem(ref proc)
VMX,mention,HybridCPU_ISE.Tests/TestHelpers/RetireWindowCaptureTestHelper.cs,17,"Vmx = 4,"
VMX,mention,HybridCPU_ISE.Tests/TestHelpers/RetireWindowCaptureTestHelper.cs,65,case Processor.CPU_Core.RetireWindowEffectKind.Vmx:
VMX,mention,HybridCPU_ISE.Tests/TestHelpers/RetireWindowCaptureTestHelper.cs,66,return RetireWindowCaptureEffectKind.Vmx;
VMX,mention,HybridCPU_ISE.Tests/TestHelpers/RetireWindowCaptureTestHelper.cs,98,"TryFindEffect(Processor.CPU_Core.RetireWindowEffectKind.Vmx, out _);"
VMX,mention,HybridCPU_ISE.Tests/TestHelpers/RetireWindowCaptureTestHelper.cs,113,FindEffectOrDefault(Processor.CPU_Core.RetireWindowEffectKind.Vmx).VmxEffect;
StreamEngine,usage,HybridCPU_ISE.Tests/tests/AddressingBackendResolverPhase06Tests.cs,509,"Path.Combine(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.BurstIO.cs"")"
BurstIO,usage,HybridCPU_ISE.Tests/tests/AddressingBackendResolverPhase06Tests.cs,495,"""BurstIO"","
BurstIO,usage,HybridCPU_ISE.Tests/tests/AddressingBackendResolverPhase06Tests.cs,509,"Path.Combine(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.BurstIO.cs"")"
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/CachePrefetchNonCoherentPhase09Tests.cs,81,var srf = new StreamRegisterFile();
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/CachePrefetchNonCoherentPhase09Tests.cs,100,"Assert.Equal(StreamRegisterFile.RegisterState.Invalid, srf.GetRegisterState(register));"
ACCEL,usage,HybridCPU_ISE.Tests/tests/DmaStreamComputeStatusPhase07Tests.cs,250,"Assert.Equal(IsaInstructionStatus.OptionalEnabled, InstructionSupportStatusCatalog.GetStatus(""ACCEL_WAIT"").Status);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/DmaStreamComputeStatusPhase07Tests.cs,251,"Assert.Equal(IsaInstructionStatus.OptionalEnabled, InstructionSupportStatusCatalog.GetStatus(""ACCEL_CANCEL"").Status);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/GlobalMemoryConflictServicePhase05Tests.cs,332,"Path.Combine(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.BurstIO.cs"")"
BurstIO,usage,HybridCPU_ISE.Tests/tests/GlobalMemoryConflictServicePhase05Tests.cs,332,"Path.Combine(""HybridCPU_ISE"", ""Core"", ""Execution"", ""StreamEngine"", ""StreamEngine.BurstIO.cs"")"
VMX,usage,HybridCPU_ISE.Tests/tests/IsaV4SurfaceTests.cs,202,/// VMX instruction plane must be fully present in the mandatory core.
VMX,mention,HybridCPU_ISE.Tests/tests/IsaV4SurfaceTests.cs,270,"Assert.Contains(""Vmx"", IsaV4Surface.MandatoryCoreClasses);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/L7SdcBackendTests.cs,328,"Assert.DoesNotContain(""StreamEngine"", externalAcceleratorSource, StringComparison.Ordinal);"
VectorALU,usage,HybridCPU_ISE.Tests/tests/L7SdcBackendTests.cs,329,"Assert.DoesNotContain(""VectorALU"", externalAcceleratorSource, StringComparison.Ordinal);"
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/L7SdcCommitTests.cs,526,var srf = new YAKSys_Hybrid_CPU.Memory.StreamRegisterFile();
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/L7SdcCommitTests.cs,567,"YAKSys_Hybrid_CPU.Memory.StreamRegisterFile.RegisterState.Valid,"
StreamRegisterFile,usage,HybridCPU_ISE.Tests/tests/L7SdcCommitTests.cs,617,"YAKSys_Hybrid_CPU.Memory.StreamRegisterFile.RegisterState.Valid,"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,188,"Assert.DoesNotContain(""ACCEL_CRYPTO"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,189,"Assert.DoesNotContain(""ACCEL_HASH"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,190,"Assert.DoesNotContain(""ACCEL_SPARSE"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,191,"Assert.DoesNotContain(""ACCEL_GRAPH"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,192,"Assert.DoesNotContain(""ACCEL_DSP"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,193,"Assert.DoesNotContain(""ACCEL_COMPRESS"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcCryptoSparseDescriptorTaxonomyPhase09Tests.cs,194,"Assert.DoesNotContain(""ACCEL_MEDIA"", compilerText, StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/L7SdcDocumentationClaimSafetyTests.cs,179,"""Documentation/Stream WhiteBook/StreamEngine DmaStreamCompute/02_DmaStreamCompute.md"");"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/L7SdcDocumentationClaimSafetyTests.cs,210,"line.Contains(""Documentation/StreamEngine DmaStreamCompute and ExternalAccelerators"", StringComparison.Ordinal);"
StreamEngine,usage,HybridCPU_ISE.Tests/tests/L7SdcDocumentationClaimSafetyTests.cs,254,"Path.Combine(repoRoot, ""Documentation"", ""Stream WhiteBook"", ""StreamEngine DmaStreamCompute""),"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcDocumentationClaimSafetyTests.cs,152,"Assert.Contains(""ACCEL_SUBMIT"", text, StringComparison.OrdinalIgnoreCase);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcDocumentationClaimSafetyTests.cs,242,"Assert.Contains(""No executable ACCEL_FENCE"", combined, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcFftDescriptorTaxonomyPhase09Tests.cs,264,"Assert.DoesNotContain(""ACCEL_FFT"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcFftDescriptorTaxonomyPhase09Tests.cs,265,"Assert.DoesNotContain(""ACCEL_DSP"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcFftDescriptorTaxonomyPhase09Tests.cs,266,"Assert.DoesNotContain(""ACCEL_CRYPTO"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcFftDescriptorTaxonomyPhase09Tests.cs,267,"Assert.DoesNotContain(""ACCEL_COMPRESS"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcFftDescriptorTaxonomyPhase09Tests.cs,268,"Assert.DoesNotContain(""ACCEL_MEDIA"", compilerText, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcHardPinnedPlacementTests.cs,50,rawSlots[6] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcHardPinnedPlacementTests.cs,61,"(uint)InstructionsEnum.ACCEL_SUBMIT,"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcHardPinnedPlacementTests.cs,62,new DecoderContext { OpCode = (uint)InstructionsEnum.ACCEL_SUBMIT });
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcHardPinnedPlacementTests.cs,75,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcHardPinnedPlacementTests.cs,91,"Assert.Equal(InstructionsEnum.ACCEL_SUBMIT, (InstructionsEnum)instruction.CanonicalOpcode.Value);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,40,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,78,"CanonicalOpcode = InstructionsEnum.ACCEL_SUBMIT,"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,88,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,109,"CanonicalOpcode = InstructionsEnum.ACCEL_POLL,"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,120,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_POLL);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,130,"Assert.Contains(""non-ACCEL_SUBMIT"", trap.TrapReason, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcInstructionTransportSidebandTests.cs,139,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,24,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,29,"Assert.Contains(""ACCEL_SUBMIT"", ex.Message, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,40,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,60,rawSlots[6] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,78,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,96,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_POLL);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,105,"Assert.Contains(""ACCEL_SUBMIT"", ex.Message, StringComparison.Ordinal);"
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,122,rawSlots[7] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,167,rawSlots[6] = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
ACCEL,usage,HybridCPU_ISE.Tests/tests/L7SdcNativeCarrierValidationTests.cs,191,var raw = L7SdcPhase03TestCases.CreateNativeInstruction(InstructionsEnum.ACCEL_SUBMIT);
